PARTICIPANT_ID,AGE,GENDER,AvgTimeForMontrealMarathon2012,AvgTimeForMontrealMarathon2013,AvgTimeForMontrealMarathon2014,AvgTimeInAllMarathons,AvgTimeInAllEvents,TotalNoOfMarathonEvents,AvgTimeForMontrealMarathon2015
616,37,1,0,0,0,491,491,1,491
617,42,1,0,0,0,0,548,0,0
618,45,1,0,0,0,178.5,328,1,178.5
619,27,-1,0,0,406,406,406,1,0
620,57,1,0,0,326,326,326,1,0
621,53,-1,0,0,0,0,389.67,0,0
622,37,1,0,0,504,504,504,1,0
623,21,1,0,0,0,317,317,1,317
624,35,1,0,101,0,101,204,1,0
625,32,1,0,0,0,312,312,1,312
626,37,1,0,426,0,426,426,1,0
627,52,-1,0,0,0,529,529,1,529
628,29,-1,0,0,60,60,301.57,2,0
629,24,1,0,0,66,66,174,1,0
630,43,1,0,0,0,137,352.33,1,137
631,16,-1,0,0,527,527,527,1,0
632,43,1,0,139.5,0,139.5,250,1,0
633,42,1,0,0,0,513,513,1,513
634,37,1,82.25,0,0,165.25,319.25,2,0
635,52,1,75.2,0,100,270,344.2,3,94.8
636,32,-1,355,0,0,355,355,1,0
637,47,1,284,0,0,284,284,1,0
638,43,1,0,47.86,52.71,144.29,266.29,4,43.71
639,40,1,0,0,0,0,304.5,0,0
640,62,1,0,0,0,0,784,0,0
641,42,1,0,0,0,333,333,1,333
642,30,1,83.25,0,0,83.25,326,1,0
643,47,1,0,0,0,0,607,0,0
644,52,1,0,0,0,355,355,1,355
645,33,1,0,50,0,50,149.71,1,0
646,27,-1,0,0,0,0,429,0,0
647,42,1,0,0,0,436,436,1,436
648,27,1,0,0,271,271,271,1,0
649,29,1,0,23.88,0,23.88,120.06,3,0
650,26,1,120.33,0,0,120.33,226.33,2,0
651,57,1,0,348,0,348,348,1,0
652,57,1,0,0,0,0,388,0,0
653,35,1,0,26.64,0,53.45,246,2,0
654,35,1,0,0,0,0,174.17,2,0
655,21,1,335,0,0,335,335,1,0
656,43,1,0,0,0,152.5,300,1,152.5
657,32,1,0,58.4,61,119.4,234.6,2,0
658,37,-1,0,335,0,335,335,1,0
659,25,1,156,0,0,156,280,1,0
660,27,1,0,338,0,338,338,1,0
661,51,1,0,0,95.2,95.2,282,1,0
662,27,1,343,0,0,343,343,1,0
663,37,-1,0,0,0,0,352,0,0
664,35,-1,124.67,0,148.67,273.33,412.33,2,0
665,43,1,194.5,0,0,194.5,380.5,1,0
666,32,1,0,343,0,343,343,1,0
667,45,-1,0,0,0,0,411.56,0,0
668,21,1,0,0,0,0,397.5,0,0
669,41,1,49.6,0,0,49.6,139,1,0
670,55,1,0,0,0,184.5,347.5,1,184.5
671,26,1,85,0,87.75,172.75,319.75,2,0
672,27,1,0,0,354,354,354,1,0
673,44,1,66.6,59,0,189,246,4,63.4
674,42,1,122,0,0,122,354.67,1,0
675,32,1,0,0,0,335,335,1,335
676,32,1,0,34.57,0,34.57,190,1,0
677,35,1,0,45.5,0,45.5,258,1,0
678,47,1,0,0,0,414,414,1,414
679,53,1,0,0,0,0,284,0,0
680,16,1,0,0,433,433,433,1,0
681,45,-1,0,0,0,64.67,310.33,1,64.67
682,47,-1,0,0,0,411,411,1,411
683,42,1,0,0,0,382,382,1,382
684,40,1,0,61.8,0,61.8,168.8,1,0
685,21,-1,0,0,0,390,390,1,390
686,42,1,0,0,0,382,382,1,382
687,26,1,0,31.25,0,31.25,237.88,1,0
688,57,1,0,0,0,321,321,1,321
689,37,1,0,0,275,275,275,1,0
690,38,1,0,0,0,0,262.75,1,0
691,25,1,0,0,178.5,178.5,333.5,1,0
692,21,-1,0,140.33,0,140.33,436.33,1,0
693,47,1,0,0,0,349,349,1,349
694,27,1,0,443,0,443,443,1,0
695,27,1,0,0,0,299,299,1,299
696,27,1,0,0,0,504,504,1,504
697,32,-1,0,0,0,0,513,0,0
698,37,1,0,0,0,277,277,1,277
699,23,1,11.32,0,11.41,33.91,173.27,3,0
700,25,1,0,0,0,0,0,0,0
701,33,1,0,0,0,164.5,164.5,1,164.5
702,33,1,0,0,0,203.5,358.5,1,203.5
703,27,-1,0,0,0,0,401,0,0
704,39,1,0,171.5,0,171.5,171.5,1,0
705,27,1,79.75,0,0,159.25,223.5,2,0
706,37,1,298,0,0,298,298,1,0
707,37,1,0,0,0,0,405,0,0
708,42,1,42.38,0,0,87.5,283.5,3,0
709,35,1,0,0,0,177.5,336.5,1,177.5
710,21,-1,330,0,0,330,330,1,0
711,28,1,0,0,70.8,70.8,124.4,1,0
712,37,1,0,0,225.5,436.5,436.5,2,0
713,42,1,0,0,0,0,379,0,0
714,21,1,0,0,388,388,388,1,0
715,21,1,0,0,0,333,333,1,333
716,29,1,0,0,0,0,287.5,0,0
717,52,1,0,0,0,384,384,1,384
718,32,1,0,289,0,289,289,1,0
719,45,1,0,0,0,118,303,1,118
720,27,1,0,445,0,445,445,1,0
721,54,1,15.23,0,17.55,32.77,90.27,2,0
722,33,-1,0,0,126.75,126.75,378.5,1,0
723,52,1,0,0,0,370,370,1,370
724,45,1,55,0,68.43,123.43,313,2,0
725,52,1,0,0,0,0,332,0,0
726,32,1,0,0,0,0,412,0,0
727,42,1,0,0,338,338,338,1,0
728,42,1,0,0,0,329,329,1,329
729,37,1,0,0,0,343,343,1,343
730,52,1,0,0,0,337,337,1,337
731,21,1,0,333,0,333,333,1,0
732,47,1,0,0,0,0,387,0,0
733,21,1,167,0,0,167,324,1,0
734,35,1,0,0,78.4,149.4,275.8,3,0
735,37,1,0,0,0,303,303,1,303
736,42,1,58.8,58.4,0,117.2,218.8,2,0
737,32,-1,0,111,0,111,211.67,1,0
738,29,1,0,79.4,0,79.4,309.2,1,0
739,27,1,0,0,0,0,483,0,0
740,36,1,66.2,64.8,0,207.4,328.6,3,76.4
741,32,-1,0,0,559,559,559,1,0
742,37,-1,0,0,0,0,796,0,0
743,52,1,0,0,0,0,495,0,0
744,20,1,0,118,0,118,118,1,0
745,40,1,0,0,0,143,428.33,1,143
746,32,1,0,0,0,444,444,1,444
747,27,1,0,0,0,352,352,1,352
748,40,1,57.71,0,0,57.71,57.71,1,0
749,32,1,0,0,377,377,377,1,0
750,27,-1,0,0,0,0,410,0,0
751,43,1,0,0,15,29.65,163.65,3,0
752,27,-1,0,0,173,173,316.5,1,0
753,43,1,0,0,0,0,139.75,1,0
754,43,1,0,0,0,47,275.89,1,47
755,67,-1,0,0,456,456,456,1,0
756,37,-1,0,0,0,0,543,0,0
757,37,1,0,0,0,0,272,0,0
758,46,-1,0,0,138.33,138.33,246.67,2,0
759,42,1,0,0,0,307,307,1,307
760,57,1,0,0,0,390,390,1,390
761,37,1,203.5,0,0,203.5,365,1,0
762,37,1,0,0,0,0,407,0,0
763,26,1,0,117.33,137,254.33,356,2,0
764,47,1,0,0,0,352,352,1,352
765,43,1,0,143.5,0,143.5,143.5,1,0
766,33,-1,0,0,0,218.5,218.5,1,218.5
767,27,-1,0,106.33,0,106.33,106.33,1,0
768,0,0,0,0,0,0,0,1,0
769,37,1,0,0,0,0,413,0,0
770,45,0,27.86,0,0,27.86,86.21,1,0
771,32,1,0,229.5,0,229.5,431,1,0
772,42,1,0,473,0,473,473,1,0
773,20,1,0,0,74.8,74.8,247.8,1,0
774,62,1,0,0,0,555,555,1,555
775,25,1,54,61.83,0,115.83,292.5,2,0
776,33,0,88.75,67.5,0,156.25,238.75,3,0
777,51,-1,0,118.33,0,235.67,343.33,2,0
778,42,1,0,0,0,286,286,1,286
779,22,1,0,0,0,356.5,356.5,2,193.5
780,44,1,0,0,0,477.5,477.5,2,259.5
781,21,1,0,0,516,516,516,1,0
782,27,-1,0,0,0,412,412,1,412
783,32,1,0,0,22.19,22.19,90,1,0
784,52,1,0,0,0,0,527,0,0
785,37,-1,0,0,0,418,418,1,418
786,32,1,0,0,0,162.33,284.33,1,162.33
787,35,1,0,60.17,0,60.17,282,2,0
788,24,1,0,0,122,122,276,1,0
789,27,1,0,0,0,439,439,1,439
790,54,1,0,0,0,80.2,365,1,80.2
791,21,-1,0,0,353,353,353,1,0
792,25,1,0,72.75,85.75,158.5,289.5,2,0
793,32,1,0,0,354,354,354,1,0
794,33,-1,0,61.29,0,61.29,321.29,2,0
795,27,1,0,38,0,77.11,173.33,2,39.11
796,57,1,0,0,0,0,404,0,0
797,37,1,15.93,15.33,15.53,46.8,103.8,3,0
798,26,1,79.4,0,0,79.4,239.4,1,0
799,42,1,0,0,92.6,229,229,3,0
800,35,1,0,0,0,155,281,1,155
801,25,-1,0,75.5,0,75.5,329.5,1,0
802,47,-1,0,0,0,470,470,1,470
803,52,-1,0,51.17,0,51.17,241.33,1,0
804,23,1,0,65.2,0,65.2,121.2,2,0
805,34,0,0,0,36.67,70.33,234,2,33.67
806,32,-1,168.33,178.67,0,347,488,2,0
807,35,-1,0,0,0,163.33,437.67,1,163.33
808,32,1,0,389,0,389,389,1,0
809,37,1,0,0,518,518,518,1,0
810,42,-1,0,370,0,370,370,1,0
811,35,1,0,89.67,0,89.67,246.33,1,0
812,47,1,0,0,0,364,364,1,364
813,37,1,0,278,0,278,278,1,0
814,25,1,158.5,0,0,158.5,295.5,1,0
815,42,1,0,54.67,0,54.67,107.17,2,0
816,42,1,0,0,0,415,415,1,415
817,19,1,0,0,0,0,451,0,0
818,27,1,0,0,241.5,241.5,405,1,0
819,52,1,0,0,422,422,422,1,0
820,38,1,0,0,118,208.25,301.25,3,0
821,38,-1,0,68.83,0,68.83,339.5,1,0
822,45,1,0,35,40,75,225.25,3,0
823,52,1,389,0,0,389,389,1,0
824,53,1,0,0,102.75,391.75,391.75,4,0
825,32,1,0,144.5,0,144.5,268.5,1,0
826,32,1,0,0,0,256,256,1,256
827,52,1,0,0,0,327,327,1,327
828,42,1,0,293,0,293,293,1,0
829,37,-1,0,0,438,438,438,1,0
830,42,1,0,0,0,332,332,1,332
831,21,-1,0,0,0,480,480,1,480
832,35,-1,100.33,0,0,100.33,100.33,1,0
833,27,1,0,0,552,552,552,1,0
834,56,1,0,0,0,169,401.67,1,169
835,42,-1,0,401,0,401,401,1,0
836,27,1,0,0,0,394,394,1,394
837,32,1,0,0,389,389,389,1,0
838,27,1,0,0,0,338,338,1,338
839,27,-1,0,0,0,412,412,1,412
840,21,1,0,186.5,0,186.5,186.5,1,0
841,48,1,74.4,0,0,74.4,337.2,1,0
842,32,1,0,0,0,0,254,0,0
843,24,1,0,0,0,0,169.5,0,0
844,24,1,0,192.5,0,407.5,407.5,2,215
845,32,1,0,0,0,0,399,0,0
846,64,1,0,0,258,258,258,2,0
847,57,1,0,0,378,378,378,1,0
848,52,1,0,314,0,314,314,1,0
849,27,1,0,0,461,461,461,1,0
850,37,1,0,368,0,368,368,1,0
851,47,-1,0,0,575,575,575,1,0
852,52,1,0,125.67,126.33,252,367.33,2,0
853,21,1,0,0,0,443,443,1,443
854,32,1,0,130.67,0,130.67,256,2,0
855,19,1,0,130,0,278.5,278.5,2,0
856,32,1,0,0,0,0,436,0,0
857,27,1,0,0,0,115,324.75,1,115
858,40,1,124.67,0,0,124.67,229.33,1,0
859,57,1,0,0,0,463,463,1,463
860,21,1,0,0,0,380,380,1,380
861,62,1,58,0,0,58,274,1,0
862,33,1,0,0,51.5,51.5,258,1,0
863,47,1,0,443,0,443,443,1,0
864,57,1,0,189.5,0,189.5,189.5,2,0
865,32,1,0,0,212,212,212,1,0
866,21,1,0,0,0,312,312,1,312
867,37,1,0,325,0,325,325,1,0
868,47,1,0,0,0,497,497,1,497
869,21,1,0,0,0,0,0,1,0
870,19,1,55,0,0,55,308.57,1,0
871,27,-1,0,0,0,442,442,1,442
872,42,-1,0,0,567,567,567,1,0
873,45,-1,0,0,0,77.5,145.75,2,77.5
874,44,-1,0,0,19.14,57.14,146,5,0
875,20,-1,0,165,0,165,165,1,0
876,42,-1,316,0,0,316,316,1,0
877,27,1,0,0,0,430,430,1,430
878,37,-1,0,0,123,123,123,4,0
879,32,1,0,0,0,0,0,1,0
880,42,1,0,0,0,328,328,1,328
881,52,-1,0,0,0,369,369,1,369
882,40,1,56,56.29,0,112.29,166.86,2,0
883,39,-1,0,0,0,163.67,412.33,1,163.67
884,37,1,0,0,346,346,346,1,0
885,37,1,89.25,0,0,89.25,320.5,1,0
886,24,1,38.5,0,0,38.5,186.5,1,0
887,37,1,0,0,0,342,342,1,342
888,27,1,0,0,348,348,348,1,0
889,42,1,0,0,0,0,385,0,0
890,6,-1,0,0,0,0,0,0,0
891,42,1,0,0,0,132.33,248,2,132.33
892,37,-1,0,0,185.5,185.5,185.5,2,0
893,62,1,0,0,504,504,504,1,0
894,52,1,0,108,0,108,205.67,1,0
895,42,-1,0,0,0,374,374,1,374
896,34,1,175,0,0,175,328,1,0
897,37,1,0,0,0,0,339,0,0
898,44,1,0,28.8,0,28.8,133.87,1,0
899,29,1,0,0,125,125,321.33,1,0
900,42,0,0,108.33,0,108.33,232.33,1,0
901,40,1,0,0,0,0,149.5,0,0
902,21,1,0,0,0,0,516,0,0
903,32,1,107,0,0,107,228.67,2,0
904,47,-1,0,193,0,193,429.5,1,0
905,47,-1,0,421,0,421,421,1,0
906,21,1,0,328,0,328,328,1,0
907,27,1,0,264,0,264,264,1,0
908,49,1,0,0,0,56,247.17,1,56
909,42,1,310,0,0,310,310,1,0
910,42,1,0,0,0,0,293,0,0
911,27,1,0,0,0,0,565,0,0
912,37,1,0,0,0,0,289,0,0
913,27,-1,0,0,0,458,458,1,458
914,32,-1,0,0,0,442,442,1,442
915,47,-1,0,0,0,202,202,1,202
916,27,1,0,0,0,521,521,1,521
917,33,-1,0,0,124,124,124,1,0
918,48,1,0,34.89,0,69.78,69.78,4,0
919,43,-1,0,0,153.33,153.33,153.33,1,0
920,32,-1,83.75,0,0,83.75,172.5,1,0
921,37,-1,0,373,0,373,373,1,0
922,47,1,0,0,0,0,675,0,0
923,57,1,0,0,0,430,430,1,430
924,53,1,43.43,0,0,43.43,168.57,1,0
925,37,1,0,0,0,299,299,1,299
926,50,1,0,0,31.8,31.8,217.2,1,0
927,24,-1,58.17,0,0,58.17,176,1,0
928,42,1,26.82,23.64,0,99.27,223.64,4,0
929,27,-1,0,0,0,349,349,1,349
930,42,1,0,0,0,370,370,1,370
931,56,1,0,164.67,0,164.67,453.33,1,0
932,21,1,160,0,146,306,306,2,0
933,42,1,15.75,0,0,15.75,69.1,2,0
934,37,1,0,0,0,414,414,1,414
935,52,1,0,0,0,0,310,0,0
936,42,1,32.55,0,0,165.64,365.91,5,0
937,52,1,0,0,0,0,0,1,0
938,32,-1,0,0,0,554,554,1,554
939,57,1,0,0,577,577,577,1,0
940,44,1,0,0,0,173.5,373,1,173.5
941,37,0,37.88,0,43,80.88,203.63,3,0
942,22,-1,0,0,0,227.5,397,1,227.5
943,52,1,0,0,0,296,296,1,296
944,37,1,0,0,0,512,512,1,512
945,37,-1,0,0,0,502,502,1,502
946,21,1,0,0,0,259,259,1,259
947,27,1,0,343,0,343,343,1,0
948,53,1,0,0,0,157.67,361.67,1,157.67
949,21,-1,0,0,0,421,421,1,421
950,42,-1,0,0,66.14,122.71,272.57,2,0
951,33,-1,0,0,0,186.5,351,1,186.5
952,47,1,295,0,0,295,295,1,0
953,19,-1,0,0,0,97,389.2,1,97
954,37,1,0,0,0,0,0,1,0
955,55,1,0,0,0,205.5,455.5,1,0
956,37,1,0,101.33,0,101.33,298.33,1,0
957,44,-1,0,0,0,51.9,246.3,1,51.9
958,42,1,0,0,0,387,387,1,387
959,37,0,0,0,0,164.5,164.5,1,164.5
960,21,1,0,182,0,182,355.5,1,0
961,37,1,0,369,0,369,369,1,0
962,2,1,0,0,0,0,0,0,0
963,32,-1,0,0,0,540,540,1,540
964,21,1,0,0,0,124.67,265,1,124.67
965,45,1,0,0,0,56.4,109.2,1,56.4
966,48,1,37.33,0,0,73.44,172.44,6,0
967,43,1,0,0,97,97,352.25,1,0
968,37,1,0,0,0,370,370,1,370
969,47,1,0,0,0,0,351,0,0
970,52,-1,0,0,0,431,431,1,431
971,32,-1,0,535,0,535,535,1,0
972,27,-1,0,0,230.5,419,419,2,0
973,21,-1,0,0,235,235,235,1,0
974,32,1,0,0,384,384,384,1,0
975,32,-1,0,0,388,388,388,1,0
976,35,1,0,0,142.67,142.67,345.67,1,0
977,53,1,40.67,0,0,83.67,259.22,2,0
978,27,1,0,0,0,452,452,1,452
979,32,-1,0,0,0,446,446,1,446
980,42,-1,0,0,0,441,441,1,441
981,43,1,0,0,0,0,122,0,0
982,57,1,0,104,0,104,213.67,1,0
983,47,1,0,0,0,0,511,0,0
984,23,1,0,54.71,48.43,103.14,178.57,2,0
985,32,-1,0,0,404,404,404,1,0
986,24,1,0,162,0,162,297.5,1,0
987,42,-1,0,0,551,551,551,1,0
988,18,1,0,0,173,173,319,1,0
989,35,-1,177,0,0,177,333,1,0
990,21,-1,0,0,238,238,427,1,0
991,47,1,44.5,0,0,132.17,171.33,3,0
992,21,1,0,0,188.5,188.5,334,1,0
993,32,1,295,0,0,295,295,1,0
994,37,1,0,0,0,297,297,1,297
995,52,-1,0,0,0,478,478,1,478
996,42,1,0,0,246.5,246.5,415,1,0
997,27,1,0,0,0,433,433,1,433
998,27,-1,0,0,469,469,469,1,0
999,42,1,0,0,495,495,495,1,0
1000,45,1,0,0,229,229,391,1,0
1001,27,1,0,0,592,592,592,1,0
1002,21,-1,0,0,0,0,344,0,0
1003,53,-1,0,0,0,0,57.83,0,0
1004,19,1,0,0,0,0,87.44,0,0
1005,45,-1,0,0,0,215,384.5,1,215
1006,35,1,0,0,441,441,441,1,0
1007,53,-1,0,0,46.38,88.75,173.25,4,0
1008,32,-1,0,0,0,336,336,1,336
1009,25,1,39,31.08,0,70.08,275,4,0
1010,37,1,0,0,0,0,276,0,0
1011,36,1,0,0,151,151,368.67,1,0
1012,47,1,0,0,0,376,376,1,376
1013,27,1,101.33,0,0,101.33,101.33,1,0
1014,42,-1,133.33,0,0,133.33,246.67,1,0
1015,52,-1,0,0,0,572,572,1,572
1016,32,-1,0,0,512,512,512,1,0
1017,43,1,112.25,0,121.75,234,478.5,2,0
1018,33,1,0,0,214,214,402,1,0
1019,22,1,0,0,221.5,221.5,383.5,1,0
1020,32,1,0,44.57,0,44.57,196.86,2,0
1021,37,1,0,0,0,212.5,212.5,2,212.5
1022,42,1,291,0,0,291,291,1,0
1023,42,1,0,0,0,413,413,1,413
1024,45,1,0,32.25,0,59,313.17,2,0
1025,35,1,0,0,0,225.5,401,1,225.5
1026,46,1,0,32.33,0,32.33,97.44,2,0
1027,52,1,0,0,99,269.5,269.5,3,0
1028,35,1,25.64,0,0,25.64,84.57,1,0
1029,37,-1,0,0,0,423,423,1,423
1030,37,1,0,0,100,268.5,268.5,4,0
1031,57,-1,372,0,0,372,372,1,0
1032,52,1,0,373,0,373,373,1,0
1033,32,-1,0,313,0,313,313,1,0
1034,37,1,0,0,0,422,422,1,422
1035,45,1,0,0,0,0,337.67,0,0
1036,35,0,0,0,231.5,231.5,231.5,1,0
1037,62,-1,0,544,0,544,544,1,0
1038,52,1,0,0,523,523,523,1,0
1039,27,1,0,0,0,363,363,1,363
1040,47,-1,0,0,0,0,380,0,0
1041,34,1,0,0,0,42,263.86,1,42
1042,52,-1,0,0,382,382,382,1,0
1043,21,1,0,0,0,432,432,1,432
1044,52,1,0,0,0,0,0,1,0
1045,33,1,177,0,0,177,316.5,1,0
1046,47,1,0,367,0,367,367,1,0
1047,32,1,261,0,0,261,261,1,0
1048,31,1,0,0,104,104,252.8,2,0
1049,46,1,0,0,54.57,105,156.29,2,50.43
1050,25,1,195,0,0,195,331,1,0
1051,33,1,0,0,0,209.5,394.5,1,209.5
1052,47,1,0,0,481,481,481,1,0
1053,45,1,33.5,0,0,104.13,292.63,3,0
1054,43,1,0,0,0,130,368,1,130
1055,52,1,0,0,0,0,321,0,0
1056,21,-1,0,0,0,0,497,0,0
1057,63,1,0,0,0,43.29,264,1,43.29
1058,32,1,305,0,0,305,305,1,0
1059,32,1,0,0,0,386,386,1,386
1060,43,1,0,0,0,124.33,355,1,0
1061,42,1,0,0,0,289,289,1,289
1062,57,1,0,0,0,0,428,0,0
1063,57,1,0,0,0,0,392,0,0
1064,47,1,0,0,0,258,258,1,258
1065,47,1,0,0,487,487,487,1,0
1066,21,1,0,189.5,0,189.5,389,1,0
1067,32,-1,0,0,0,0,343,0,0
1068,35,1,0,0,42,42,308.38,1,0
1069,21,1,0,320,0,320,320,1,0
1070,57,1,0,0,0,0,568,0,0
1071,42,1,0,0,0,415,415,1,415
1072,37,-1,0,0,543,543,543,1,0
1073,27,1,0,0,0,482,482,1,482
1074,33,1,0,0,0,189,338,1,189
1075,21,-1,101.5,0,0,101.5,382.25,1,0
1076,17,0,0,279,0,279,279,1,0
1077,37,1,69.33,70.67,0,140,394,2,0
1078,32,1,0,0,0,158.5,158.5,1,158.5
1079,34,1,73.75,0,0,73.75,211.75,1,0
1080,30,1,10.48,0,0,27.64,94.6,3,0
1081,32,1,0,0,0,198,198,1,198
1082,42,1,0,0,168,168,168,1,0
1083,42,-1,0,0,0,0,511,0,0
1084,27,-1,0,0,0,382,382,1,382
1085,21,1,0,0,435,435,435,1,0
1086,55,-1,0,0,0,223,223,1,223
1087,34,-1,0,0,56.57,105.71,200.71,3,0
1088,32,-1,0,0,589,589,589,1,0
1089,37,1,0,415,0,415,415,1,0
1090,21,1,0,0,501,501,501,1,0
1091,25,-1,0,0,0,183.5,330,1,183.5
1092,37,1,0,0,0,0,337,0,0
1093,27,1,0,339,0,339,339,1,0
1094,47,-1,0,0,0,0,444,0,0
1095,42,-1,0,0,0,439,439,1,439
1096,52,1,0,0,242.5,242.5,425.5,1,0
1097,32,1,0,0,373,373,373,1,0
1098,27,-1,0,0,0,321,321,1,321
1099,50,1,0,55.43,0,119.71,327.71,2,0
1100,21,1,0,0,0,423,423,1,423
1101,30,-1,0,0,45,81,199.78,3,0
1102,43,-1,0,0,87.8,87.8,227.6,1,0
1103,52,-1,0,0,0,0,544,0,0
1104,37,1,0,0,0,0,276,0,0
1105,37,1,0,330,0,330,330,1,0
1106,56,1,0,46.88,0,130.75,240.75,5,0
1107,32,1,0,0,412,412,412,1,0
1108,42,1,0,181,0,181,181,1,0
1109,32,1,0,0,0,255,255,1,255
1110,27,1,0,305,0,305,305,1,0
1111,37,-1,0,0,0,0,384,0,0
1112,41,0,49.67,43.83,0,148,220,4,54.5
1113,43,1,0,0,0,96.75,353.75,1,96.75
1114,21,1,0,0,0,313,313,1,313
1115,32,1,313,0,0,313,313,1,0
1116,21,1,42.33,0,0,42.33,179.17,2,0
1117,42,1,0,0,0,505,505,1,505
1118,28,1,0,0,297,297,485.5,1,0
1119,37,1,0,0,0,402,402,1,402
1120,62,1,0,0,49.1,49.1,293.7,1,0
1121,35,1,0,80.83,89.5,261.33,479.17,3,91
1122,42,1,0,310,0,310,310,1,0
1123,52,-1,362,0,0,362,362,1,0
1124,16,1,0,0,0,337,337,1,337
1125,45,-1,0,0,0,89.89,370.44,2,50.67
1126,27,-1,0,0,0,0,0,1,0
1127,42,1,0,0,0,313,313,1,313
1128,25,1,0,0,0,171,325.5,1,171
1129,47,1,0,137,0,137,137,1,0
1130,25,1,0,0,72.14,126.86,302.86,3,0
1131,47,1,49.11,37.89,0,160.89,327.56,4,34.67
1132,53,1,0,41.86,0,136.14,259.14,3,49.29
1133,21,1,177.5,0,0,341,341,2,0
1134,52,-1,0,0,68.67,191.33,304,4,62.5
1135,30,-1,0,0,103,103,171.25,1,0
1136,52,-1,0,181.5,0,384,384,2,0
1137,32,1,308,0,0,308,308,1,0
1138,42,1,0,339,0,339,339,1,0
1139,31,1,0,74.25,0,74.25,273.25,1,0
1140,37,-1,0,0,516,516,516,1,0
1141,42,-1,0,0,0,0,378,0,0
1142,53,1,0,0,0,178,343,1,178
1143,47,-1,0,382,0,382,382,1,0
1144,33,1,0,0,145.67,145.67,388,1,0
1145,46,1,0,45.57,0,45.57,289.71,1,0
1146,21,1,0,0,371,371,371,1,0
1147,21,1,0,43.33,0,43.33,186,1,0
1148,23,1,0,0,0,203.33,332,2,203.33
1149,32,-1,0,0,0,426,426,1,426
1150,21,1,0,0,0,524,524,1,524
1151,32,1,0,0,0,290,290,1,290
1152,32,1,0,115,0,115,324,1,0
1153,47,1,0,0,0,417,417,1,417
1154,0,0,0,0,583,583,583,1,0
1155,42,1,0,0,57.43,57.43,280.57,2,0
1156,42,1,0,0,0,0,469,0,0
1157,43,1,122.67,0,0,233.67,358,2,0
1158,42,1,0,0,0,0,287,0,0
1159,41,1,23.8,0,0,23.8,297.4,2,0
1160,32,1,0,0,336,336,336,1,0
1161,43,1,0,0,23.31,23.31,83.75,3,0
1162,45,-1,0,0,27.79,101.93,254.29,4,0
1163,27,1,0,0,0,0,466,0,0
1164,52,1,0,0,0,343,343,1,343
1165,33,1,0,0,0,42.57,263.57,1,42.57
1166,32,1,0,0,0,314,314,1,314
1167,30,1,0,15.45,0,15.45,61.77,1,0
1168,21,1,0,0,360,360,360,1,0
1169,39,1,0,19.53,21.8,41.33,145.4,3,0
1170,21,1,0,0,551,551,551,1,0
1171,32,1,0,0,0,443,443,1,443
1172,52,1,0,0,0,0,301,0,0
1173,37,1,0,0,0,473,473,1,473
1174,42,-1,0,0,0,0,335,0,0
1175,32,1,0,0,0,0,521,0,0
1176,37,-1,0,0,0,0,573,0,0
1177,57,1,0,0,0,0,331,0,0
1178,16,1,0,0,0,384,384,1,384
1179,36,1,68,0,0,68,68,1,0
1180,62,1,0,0,0,497,497,1,497
1181,47,1,0,404,0,404,404,1,0
1182,21,-1,0,0,420,420,420,1,0
1183,27,-1,0,0,387,387,387,1,0
1184,21,1,0,203,0,203,203,1,0
1185,37,1,0,0,0,417,417,1,417
1186,40,1,0,0,65.71,174.29,174.29,3,0
1187,37,1,0,0,325,325,325,1,0
1188,27,1,0,0,587,587,587,1,0
1189,42,-1,0,0,0,222.5,403,1,222.5
1190,21,0,63.4,0,0,63.4,229.2,1,0
1191,24,-1,0,0,0,0,395.14,0,0
1192,47,1,0,0,0,0,316,0,0
1193,32,1,0,313,0,313,313,1,0
1194,15,-1,0,0,93,93,231.4,3,0
1195,27,-1,0,0,0,365,365,1,365
1196,27,1,0,0,287,287,287,1,0
1197,63,1,0,0,0,0,173,0,0
1198,27,1,0,0,0,310,310,1,310
1199,40,1,0,0,120.25,120.25,120.25,2,0
1200,42,-1,0,0,0,85.75,85.75,1,85.75
1201,27,-1,0,348,0,348,348,1,0
1202,44,1,0,0,0,62.75,232.75,1,62.75
1203,42,1,0,0,0,0,134.5,2,0
1204,35,1,0,0,0,195.5,343.5,1,195.5
1205,27,1,0,304,0,304,304,1,0
1206,55,1,0,0,0,0,156,0,0
1207,37,-1,0,0,0,308,308,1,308
1208,35,1,0,88.25,0,88.25,312.25,1,0
1209,27,1,0,0,0,0,287,0,0
1210,27,1,0,0,488,488,488,1,0
1211,27,-1,0,0,0,443,443,1,443
1212,57,1,0,0,351,351,351,1,0
1213,33,1,0,149.33,0,149.33,402,1,0
1214,43,1,0,0,0,119,347.5,2,58.33
1215,21,1,0,58.8,0,120,175.8,2,0
1216,62,1,0,0,0,69.57,119.43,1,69.57
1217,52,1,0,0,435,435,435,1,0
1218,34,-1,0,0,39.44,39.44,339.11,1,0
1219,33,1,185,0,0,185,347,1,0
1220,42,1,0,0,0,344,344,1,344
1221,21,1,0,73.75,98.5,172.25,242.5,3,0
1222,41,1,0,0,0,77.33,384.5,1,77.33
1223,27,-1,0,0,341,341,341,1,0
1224,33,1,12,11.24,0,23.24,114.4,3,0
1225,27,-1,0,472,0,472,472,1,0
1226,27,1,0,0,0,0,202.67,1,0
1227,28,-1,0,159.5,0,159.5,159.5,1,0
