,PARTICIPANT_ID,EVENT_DATE,EVENT_NAME,EVENT_TYPE,TIME,CATEGORY,GENDER,EVENT_DT,DAY,YEAR,DAY_OF_WEEK,MONTH,ID,LOCATION,LABEL
172,61,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:49:07,M25-29,M,2014-09-28,28,2014,6,9,172,"MONTREAL, QC",1
173,61,2013-09-22,Marathon Oasis de Montreal,Marathon,03:47:05,M25-29,M,2013-09-22,22,2013,6,9,173,"MONTREAL, QC",1
174,61,2012-04-29,Banque Scotia 21km et 5km,21.1 KM,01:51:39,M25-29,M,2012-04-29,29,2012,6,4,174,"MONTREAL, QC",0
175,62,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:22:33,M40-44,M,2015-09-20,20,2015,6,9,175,"MONTREAL, QC",1
176,63,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:50:04,F30-34,F,2015-09-20,20,2015,6,9,176,"MONTREAL, QC",1
177,64,2014-04-27,Banque Scotia 21km et 5km,Half-Marathon,01:36:54,M35-39,M,2014-04-27,27,2014,6,4,177,"MONTREAL, QC",0
178,64,2013-06-16,Tour du Lac Brome,10K Marathon,00:46:32,M30-39,M,2013-06-16,16,2013,6,6,178,"LAC-BROME, QC",0
179,64,2012-09-23,Marathon Oasis de Montreal,Marathon,03:48:10,M35-39,M,2012-09-23,23,2012,6,9,179,"MONTREAL, QC",1
180,65,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:38:44,M45-49,M,2014-09-28,28,2014,6,9,180,"MONTREAL, QC",1
181,65,2014-04-27,Banque Scotia 21km et 5km,Half-Marathon,01:49:19,M45-49,M,2014-04-27,27,2014,6,4,181,"MONTREAL, QC",0
182,65,2014-03-30,Course et marche populaires de LaSalle,5K Road Race,00:24:14,M50-59,M,2014-03-30,30,2014,6,3,182,"LASALLE, QC",0
183,65,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:49:40,M45-49,M,2013-09-22,22,2013,6,9,183,"MONTREAL, QC",0
184,65,2013-06-16,Tour du Lac Brome,20 KM,01:57:49,M40-49,M,2013-06-16,16,2013,6,6,184,"LAC-BROME, QC",0
185,66,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:43:26,M50-54,M,2015-09-20,20,2015,6,9,185,"MONTREAL, QC",0
186,66,2015-06-13,Triathlon FBL Drummondville,Triathlon Sprint,01:33:39,M50-54,M,2015-06-13,13,2015,5,6,186,"DRUMMONDVILLE, QC",0
187,66,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:37:51,M45-49,M,2014-09-28,28,2014,6,9,187,"MONTREAL, QC",1
188,66,2014-04-27,Banque Scotia 21km et 5km,Half-Marathon,01:34:03,M45-49,M,2014-04-27,27,2014,6,4,188,"MONTREAL, QC",0
189,66,2013-09-22,Marathon Oasis de Montreal,Marathon,03:33:35,M45-49,M,2013-09-22,22,2013,6,9,189,"MONTREAL, QC",1
190,66,2013-05-26,Ottawa Race Weekend,Marathon,-1,M45-49,M,2013-05-26,26,2013,6,5,190,"OTTAWA, ON",1
191,66,2012-09-23,Marathon Oasis de Montreal,Marathon,03:32:19,M45-49,M,2012-09-23,23,2012,6,9,191,"MONTREAL, QC",1
192,66,2012-08-05,Défi Boréal Sainte-Anne-de-Bellevue,20 KM,01:35:12,M40-49,M,2012-08-05,5,2012,6,8,192,ST-ANNE-DE-BELLEVUE,0
193,66,2012-06-03,Défi Tri-O-Lacs,10K Marathon,00:43:50,M40-49,M,2012-06-03,3,2012,6,6,193,COTEAU DU LAC,0
194,67,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:52:22,F18-24,F,2015-09-20,20,2015,6,9,194,"MONTREAL, QC",1
195,68,2013-09-22,Marathon Oasis de Montreal,Marathon,05:10:56,M45-49,M,2013-09-22,22,2013,6,9,195,"MONTREAL, QC",1
196,69,2013-08-10,SeaWheeze Half Marathon,Half-Marathon,01:40:29,MALE,M,2013-08-10,10,2013,5,8,196,"VANCOUVER, BC",0
197,69,2012-09-23,Marathon Oasis de Montreal,Marathon,03:32:55,M30-34,M,2012-09-23,23,2012,6,9,197,"MONTREAL, QC",1
198,70,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:54:42,M25-29,M,2015-09-20,20,2015,6,9,198,"MONTREAL, QC",0
199,71,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:47:36,M40-44,M,2015-09-20,20,2015,6,9,199,"MONTREAL, QC",1
200,72,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:26:44,F35-39,F,2015-09-20,20,2015,6,9,200,"MONTREAL, QC",0
201,72,2015-09-06,30 km sur les rives de Boucherville,15K Marathon,01:29:59,F30-39,F,2015-09-06,6,2015,6,9,201,"BOUCHERVILLE, QC",0
202,73,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:49:56,M40-44,M,2015-09-20,20,2015,6,9,202,"MONTREAL, QC",0
203,74,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:54:25,M25-29,M,2015-09-20,20,2015,6,9,203,"MONTREAL, QC",1
204,75,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:45:33,M35-39,M,2015-09-20,20,2015,6,9,204,"MONTREAL, QC",1
205,75,2015-08-23,Demi-Marathon Bonneville de Lachine,21.1 KM,01:35:31,M30-39,M,2015-08-23,23,2015,6,8,205,"MONTREAL, QC",0
206,76,2016-06-19,Courses Thematiques Tour du Lac Brome Merrell,20 KM,01:50:18,NO AGE,N,2016-06-19,19,2016,6,6,206,"LAC-BROME, QC",0
207,76,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:42:59,F35-39,F,2014-09-28,28,2014,6,9,207,"MONTREAL, QC",1
208,77,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:50:23,F50-54,F,2015-09-20,20,2015,6,9,208,"MONTREAL, QC",0
209,77,2015-06-07,Course MEC Montréal #4,10K Marathon,00:52:42,F50-59,F,2015-06-07,7,2015,6,6,209,"MONTREAL, QC",0
210,78,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:28:30,F35-39,F,2015-09-20,20,2015,6,9,210,"MONTREAL, QC",1
211,79,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:38:11,M50-54,M,2015-09-20,20,2015,6,9,211,"MONTREAL, QC",1
212,80,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,07:38:30,F50-54,F,2015-09-20,20,2015,6,9,212,"MONTREAL, QC",1
213,81,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,-1,M30-34,M,2014-09-28,28,2014,6,9,213,"MONTREAL, QC",1
214,81,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:11:40,M30-34,M,2013-09-22,22,2013,6,9,214,"MONTREAL, QC",0
215,82,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:49:42,M50-54,M,2014-09-28,28,2014,6,9,215,"MONTREAL, QC",1
216,83,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:06:52,M40-44,M,2014-09-28,28,2014,6,9,216,"MONTREAL, QC",0
217,84,2014-09-06,Triathlon Esprit de Montreal,Demi Esprit,05:52:14,F25-29,F,2014-09-06,6,2014,5,9,217,"MONTREAL, QC",0
218,84,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:48:30,F25-29,F,2013-09-22,22,2013,6,9,218,"MONTREAL, QC",0
219,84,2012-09-23,Marathon Oasis de Montreal,Marathon,03:57:08,F25-29,F,2012-09-23,23,2012,6,9,219,"MONTREAL, QC",1
220,84,2012-07-22,Triathlon Trimemphre de Magog,Triathlon Olympique,04:23:32,F25-29,F,2012-07-22,22,2012,6,7,220,"MAGOG, QC",0
221,84,2012-05-19,Ottawa Early Bird Triathlon and Duathlon,Long Triathlon,02:05:00,F25-29,F,2012-05-19,19,2012,5,5,221,"OTTAWA, ON",0
222,85,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:11:54,M50-54,M,2014-09-28,28,2014,6,9,222,"MONTREAL, QC",1
223,85,2014-08-24,Demi-marathon Bonneville de Lachine,Demi-Marathon,01:57:28,M50-59,M,2014-08-24,24,2014,6,8,223,LACHINE,0
224,86,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,07:12:49,M30-34,M,2014-09-28,28,2014,6,9,224,"MONTREAL, QC",1
225,87,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,10K Marathon,01:07:35,F35-39,F,2015-09-20,20,2015,6,9,225,"MONTREAL, QC",0
226,87,2015-04-25,Demi-Marathon des Érables,Demi-Marathon,02:29:34,F30-39,F,2015-04-25,25,2015,5,4,226,"MONT-SAINT-GR�GOIRE, QC",0
227,88,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,5K Road Race,00:54:26,F35-39,F,2015-09-20,20,2015,6,9,227,"MONTREAL, QC",0
228,89,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:35:43,M30-34,M,2015-09-20,20,2015,6,9,228,"MONTREAL, QC",1
229,90,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:34:42,M40-44,M,2015-09-20,20,2015,6,9,229,"MONTREAL, QC",1
230,91,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:30:33,M40-44,M,2014-09-28,28,2014,6,9,230,"MONTREAL, QC",1
231,92,2015-04-26,Banque Scotia 21K de Montreal,Demi-Marathon,02:09:49,M45-49,M,2015-04-26,26,2015,6,4,231,"MONTREAL, QC",0
232,92,2014-04-27,Banque Scotia 21km et 5km,Half-Marathon,02:00:40,M45-49,M,2014-04-27,27,2014,6,4,232,"MONTREAL, QC",0
233,92,2014-03-30,Course et marche populaires de LaSalle,10K Marathon,01:11:50,M40-49,M,2014-03-30,30,2014,6,3,233,"LASALLE, QC",0
234,92,2014-02-16,Demi Marathon Hypothermique,Demi-Marathon,02:16:57,M40-49,M,2014-02-16,16,2014,6,2,234,"MONTREAL, QC",0
235,92,2013-09-22,Marathon Oasis de Montreal,Marathon,04:29:55,M45-49,M,2013-09-22,22,2013,6,9,235,"MONTREAL, QC",1
236,93,2014-08-24,Marathon SSQ Lévis-Québec,Marathon,-1,M50-59,M,2014-08-24,24,2014,6,8,236,"QUEBEC, QC",1
237,93,2012-09-23,Marathon Oasis de Montreal,Marathon,03:20:46,M50-54,M,2012-09-23,23,2012,6,9,237,"MONTREAL, QC",1
238,94,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:30:23,F40-44,F,2014-09-28,28,2014,6,9,238,"MONTREAL, QC",1
239,95,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,10K Marathon,01:22:27,F30-34,F,2015-09-20,20,2015,6,9,239,"MONTREAL, QC",0
240,95,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,10K Marathon,00:58:45,F35-39,F,2015-09-20,20,2015,6,9,240,"MONTREAL, QC",0
241,96,2015-09-20,Army Run - Course de l'Armée,5K Road Race,00:37:58,M55-59,M,2015-09-20,20,2015,6,9,241,"OTTAWA, ON",0
242,96,2014-09-21,Army Run - Course de l'Armée,Half-Marathon - Demi-Marathon,02:20:45,M50-54,M,2014-09-21,21,2014,6,9,242,"OTTAWA, ON",0
243,96,2014-05-25,Tamarack Ottawa Race Weekend,Marathon,-1,M50-54,M,2014-05-25,25,2014,6,5,243,"OTTAWA, ON",1
244,96,2013-09-22,Marathon Oasis de Montreal,Marathon,04:55:41,M50-54,M,2013-09-22,22,2013,6,9,244,"MONTREAL, QC",1
245,96,2012-10-20,9 Run Run,Half-Marathon,02:04:13,M50-54,M,2012-10-20,20,2012,5,10,245,STITTSVILLE,0
246,96,2012-05-27,Ottawa Race Weekend,Marathon,04:53:57,M50-54,M,2012-05-27,27,2012,6,5,246,"OTTAWA, ON",1
247,96,2012-03-25,Around the Bay Road Races,30K Marathon,03:39:05,M50-54,M,2012-03-25,25,2012,6,3,247,"HAMILTON, ON",0
248,97,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:45:15,M35-39,M,2014-09-28,28,2014,6,9,248,"MONTREAL, QC",1
249,98,2012-09-23,Marathon Oasis de Montreal,Marathon,04:45:35,M40-44,M,2012-09-23,23,2012,6,9,249,"MONTREAL, QC",1
250,99,2016-04-30,Marathon des Érables,Marathon,05:03:16,M30-39,M,2016-04-30,30,2016,5,4,250,"MONT-SAINT-GR�GOIRE, QC",1
251,99,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:43:50,M35-39,M,2015-09-20,20,2015,6,9,251,"MONTREAL, QC",1
252,100,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:17:29,F45-49,F,2015-09-20,20,2015,6,9,252,"MONTREAL, QC",0
253,100,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:00:24,F40-44,F,2013-09-22,22,2013,6,9,253,"MONTREAL, QC",0
254,100,2013-05-26,Ottawa Race Weekend,Half-Marathon - Demi-Marathon,-1,F40-44,F,2013-05-26,26,2013,6,5,254,"OTTAWA, ON",0
255,100,2013-02-17,Demi Marathon Hypothermique,Demi-Marathon,02:12:23,F40-49,F,2013-02-17,17,2013,6,2,255,"MONTREAL, QC",0
256,101,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:19:17,M18-24,M,2014-09-28,28,2014,6,9,256,"MONTREAL, QC",1
257,102,2013-09-22,Marathon Oasis de Montreal,Marathon,04:57:53,M45-49,M,2013-09-22,22,2013,6,9,257,"MONTREAL, QC",1
258,103,2015-10-03,Cross-Country Saint-Laurent Select,6km,00:27:30,M30-39,M,2015-10-03,3,2015,5,10,258,"ST-LAURENT, QC",0
259,103,2015-05-24,Tamarack Ottawa Race Weekend,Half-Marathon,-1,M30-34,M,2015-05-24,24,2015,6,5,259,"OTTAWA, ON",0
260,103,2013-09-22,Marathon Oasis de Montreal,Marathon,03:47:11,M30-34,M,2013-09-22,22,2013,6,9,260,"MONTREAL, QC",1
261,103,2013-07-06,Course du Festival Champetre de Saint-Thecle,10K Marathon,00:48:18,M30-39,M,2013-07-06,6,2013,5,7,261,ST-THECLE,0
262,103,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,02:38:54,M30-34,M,2012-09-23,23,2012,6,9,262,"MONTREAL, QC",0
263,104,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:06:59,F45-49,F,2014-09-28,28,2014,6,9,263,"MONTREAL, QC",1
264,104,2014-09-07,Coupe Dix30,30K Marathon,02:48:19,F40-49,F,2014-09-07,7,2014,6,9,264,"BOUCHERVILLE, QC",0
265,104,2014-08-13,Le 5km Endurance,5K Road Race,00:24:15,F40-49,F,2014-08-13,13,2014,2,8,265,"DOLLARD-DES-ORMEAUX, QC",0
266,104,2014-05-25,Tamarack Ottawa Race Weekend,Marathon,-1,F45-49,F,2014-05-25,25,2014,6,5,266,"OTTAWA, ON",1
267,104,2014-03-30,Around the Bay Road Races,30K Marathon,02:55:54,F45-49,F,2014-03-30,30,2014,6,3,267,"HAMILTON, ON",0
268,104,2013-11-03,Oka Road Race,Half-Marathon,01:54:01,F40-49,F,2013-11-03,3,2013,6,11,268,"OKA, QC",0
269,104,2013-04-28,Banque Scotia 21km et 5km,Half-Marathon,02:02:14,F45-49,F,2013-04-28,28,2013,6,4,269,"MONTREAL, QC",0
270,105,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:02:47,F25-29,F,2014-09-28,28,2014,6,9,270,"MONTREAL, QC",1
271,105,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:59:19,F25-29,F,2013-09-22,22,2013,6,9,271,"MONTREAL, QC",0
272,105,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,02:04:52,F18-24,F,2012-09-23,23,2012,6,9,272,"MONTREAL, QC",0
273,106,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:00:56,F18-24,F,2014-09-28,28,2014,6,9,273,"MONTREAL, QC",1
274,106,2014-04-27,Banque Scotia 21km et 5km,Half-Marathon,01:59:53,F20-24,F,2014-04-27,27,2014,6,4,274,"MONTREAL, QC",0
275,106,2013-04-28,Banque Scotia 21km et 5km,Half-Marathon,02:10:50,F20-24,F,2013-04-28,28,2013,6,4,275,"MONTREAL, QC",0
276,106,2012-04-29,Banque Scotia 21km et 5km,21.1 KM,02:08:06,F20-24,F,2012-04-29,29,2012,6,4,276,"MONTREAL, QC",0
277,107,2012-09-23,Marathon Oasis de Montreal,Marathon,04:01:46,M45-49,M,2012-09-23,23,2012,6,9,277,"MONTREAL, QC",1
278,108,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:51:16,M25-29,M,2014-09-28,28,2014,6,9,278,"MONTREAL, QC",1
279,109,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:52:00,M50-54,M,2015-09-20,20,2015,6,9,279,"MONTREAL, QC",0
280,109,2015-06-13,Triathlon FBL Drummondville,Duathlon,01:27:16,M50-59,M,2015-06-13,13,2015,5,6,280,"DRUMMONDVILLE, QC",0
281,110,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:05:36,M18-24,M,2015-09-20,20,2015,6,9,281,"MONTREAL, QC",1
282,111,2013-09-22,Marathon Oasis de Montreal,Marathon,03:41:00,F30-34,F,2013-09-22,22,2013,6,9,282,"MONTREAL, QC",1
283,112,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:49:14,F25-29,F,2015-09-20,20,2015,6,9,283,"MONTREAL, QC",0
284,113,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:56:24,M35-39,M,2015-09-20,20,2015,6,9,284,"MONTREAL, QC",1
285,114,2015-05-24,Tamarack Ottawa Race Weekend,Marathon,-1,M45-49,M,2015-05-24,24,2015,6,5,285,"OTTAWA, ON",1
286,114,2014-05-25,Tamarack Ottawa Race Weekend,Marathon,-1,M45-49,M,2014-05-25,25,2014,6,5,286,"OTTAWA, ON",1
287,114,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:46:07,M40-44,M,2013-09-22,22,2013,6,9,287,"MONTREAL, QC",0
288,114,2013-06-16,Tour du Lac Brome,20 KM,01:36:24,M40-49,M,2013-06-16,16,2013,6,6,288,"LAC-BROME, QC",0
289,114,2013-05-26,Ottawa Race Weekend,Half-Marathon - Demi-Marathon,-1,M40-44,M,2013-05-26,26,2013,6,5,289,"OTTAWA, ON",0
290,114,2013-04-28,Banque Scotia 21km et 5km,Half-Marathon,01:45:45,M40-44,M,2013-04-28,28,2013,6,4,290,"MONTREAL, QC",0
291,114,2013-03-24,Course et marche populaires de LaSalle,5K Road Race,00:20:57,M40-49,M,2013-03-24,24,2013,6,3,291,"LASALLE, QC",0
292,114,2013-02-17,Demi Marathon Hypothermique,Demi-Marathon,01:43:24,M40-49,M,2013-02-17,17,2013,6,2,292,"MONTREAL, QC",0
293,114,2012-10-14,Classique Du Parc La Fontaine,10K Marathon,00:45:25,M40-49,M,2012-10-14,14,2012,6,10,293,"MONTREAL, QC",0
294,114,2012-09-23,Marathon Oasis de Montreal,Marathon,04:19:04,M40-44,M,2012-09-23,23,2012,6,9,294,"MONTREAL, QC",1
295,114,2012-09-09,Demi-Marathon Granby,Demi-Marathon,01:48:36,M40-49,M,2012-09-09,9,2012,6,9,295,"GRANBY, QC",0
296,114,2012-06-17,Tour du Lac Brome,20 KM,01:58:58,M40-49,M,2012-06-17,17,2012,6,6,296,"LAC-BROME, QC",0
297,114,2012-04-22,Course Saint-Laurent,5K Road Race,00:24:57,M40-49,M,2012-04-22,22,2012,6,4,297,"ST-LAURENT, QC",0
298,114,2012-03-25,Course et marche populaires de LaSalle,5K Road Race,00:26:09,M40-49,M,2012-03-25,25,2012,6,3,298,"LASALLE, QC",0
299,115,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:31:53,M35-39,M,2015-09-20,20,2015,6,9,299,"MONTREAL, QC",1
300,116,2013-09-22,Marathon Oasis de Montreal,Marathon,04:15:38,F55-59,F,2013-09-22,22,2013,6,9,300,"MONTREAL, QC",1
301,117,2016-07-15,Demi-Marathon de la Bande du Canal,5K Road Race,-1,M40-49,M,2016-07-15,15,2016,4,7,301,"CHAMBLY, QC",0
302,117,2016-04-30,Marathon des Érables,30K Marathon,03:16:18,M40-49,M,2016-04-30,30,2016,5,4,302,"MONT-SAINT-GR�GOIRE, QC",0
303,117,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:40:50,M40-44,M,2015-09-20,20,2015,6,9,303,"MONTREAL, QC",1
304,117,2013-09-07,Defi Je bouge,10K Marathon,01:11:05,M30-39,M,2013-09-07,7,2013,5,9,304,ST-JEAN-SUR-RICHELIEU,0
305,118,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:27:32,F18-24,F,2015-09-20,20,2015,6,9,305,"MONTREAL, QC",0
306,119,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:42:45,M50-54,M,2015-09-20,20,2015,6,9,306,"MONTREAL, QC",0
307,120,2016-05-08,DÉFI GÉRARD-CÔTÉ,5 km Course/Marche,00:35:51,F30-39,F,2016-05-08,8,2016,6,5,307,ST-HYACINTHE,0
308,120,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:37:08,F30-34,F,2014-09-28,28,2014,6,9,308,"MONTREAL, QC",1
309,120,2014-07-13,Challenge O2 Merrell,Triathlon Olympique,03:22:55,F30-34,F,2014-07-13,13,2014,6,7,309,"SHERBROOKE, QC",0
310,121,2016-06-25,Mud Hero Montreal,6km Obstacle Course,01:15:57,M40-44,M,2016-06-25,25,2016,5,6,310,"MONTREAL, QC",0
311,121,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:26:14,M30-34,M,2014-09-28,28,2014,6,9,311,"MONTREAL, QC",0
312,121,2014-05-25,Tamarack Ottawa Race Weekend,Half-Marathon,-1,M30-34,M,2014-05-25,25,2014,6,5,312,"OTTAWA, ON",0
313,121,2013-09-22,Marathon Oasis de Montreal,Marathon,04:26:23,M30-34,M,2013-09-22,22,2013,6,9,313,"MONTREAL, QC",1
314,121,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:56:50,M25-29,M,2012-09-23,23,2012,6,9,314,"MONTREAL, QC",0
315,121,2012-05-26,Ottawa Race Weekend,10K Marathon,00:57:56,M25-29,M,2012-05-26,26,2012,5,5,315,"OTTAWA, ON",0
316,122,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,10K Marathon,00:48:48,M30-34,M,2015-09-20,20,2015,6,9,316,"MONTREAL, QC",0
317,122,2013-09-22,Marathon Oasis de Montreal,Marathon,04:03:19,M25-29,M,2013-09-22,22,2013,6,9,317,"MONTREAL, QC",1
318,122,2013-08-25,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,01:46:05,M20-29,M,2013-08-25,25,2013,6,8,318,"QUEBEC, QC",0
319,122,2013-06-16,Tour du Lac Brome,20 KM,02:01:14,M20-29,M,2013-06-16,16,2013,6,6,319,"LAC-BROME, QC",0
320,122,2013-05-12,Defi Gerard Cote de St-Hyacinthe,10K Marathon,00:49:43,M20-29,M,2013-05-12,12,2013,6,5,320,ST-HYACINTHE,0
321,122,2012-08-26,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,-1,M20-29,M,2012-08-26,26,2012,6,8,321,"QUEBEC, QC",0
322,123,2013-09-22,Marathon Oasis de Montreal,Marathon,04:33:54,F45-49,F,2013-09-22,22,2013,6,9,322,"MONTREAL, QC",1
323,124,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:07:51,F45-49,F,2015-09-20,20,2015,6,9,323,"MONTREAL, QC",1
324,124,2015-05-09,Cours après moi,10K Marathon,-1,F40-49,F,2015-05-09,9,2015,5,5,324,"QUEBEC, QC",0
325,125,2013-09-22,Marathon Oasis de Montreal,Marathon,03:39:01,M35-39,M,2013-09-22,22,2013,6,9,325,"MONTREAL, QC",1
326,125,2013-05-05,Demi Marathon International Oasis de Levis,Demi-Marathon,01:43:15,M30-39,M,2013-05-05,5,2013,6,5,326,"QUEBEC, QC",0
327,126,2013-09-22,Marathon Oasis de Montreal,Marathon,04:02:10,M30-34,M,2013-09-22,22,2013,6,9,327,"MONTREAL, QC",1
328,127,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:39:54,M55-59,M,2014-09-28,28,2014,6,9,328,"MONTREAL, QC",1
329,127,2013-09-22,Marathon Oasis de Montreal,Marathon,04:21:52,M55-59,M,2013-09-22,22,2013,6,9,329,"MONTREAL, QC",1
330,128,2013-09-22,Marathon Oasis de Montreal,Marathon,04:23:32,F18-24,F,2013-09-22,22,2013,6,9,330,"MONTREAL, QC",1
331,128,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:47:38,F18-24,F,2012-09-23,23,2012,6,9,331,"MONTREAL, QC",0
332,128,2012-06-24,Scotiabank Vancouver Half Marathon & 5k,Half-Marathon,02:06:34,F16-19,F,2012-06-24,24,2012,6,6,332,"VANCOUVER, BC",0
333,129,2016-09-11,Triathlon Esprit de Montreal,Triathlon Olympique,-1,M45-49,M,2016-09-11,11,2016,6,9,333,"MONTREAL, QC",0
334,129,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:04:03,M45-49,M,2015-09-20,20,2015,6,9,334,"MONTREAL, QC",1
335,129,2015-05-24,Tamarack Ottawa Race Weekend,Marathon,-1,M45-49,M,2015-05-24,24,2015,6,5,335,"OTTAWA, ON",1
336,129,2014-06-22,Ironman Mont-Tremblant 70.3,Overall,06:08:31,M45-49,M,2014-06-22,22,2014,6,6,336,"MONT-TREMBLANT, QC",0
337,129,2012-04-22,Course Saint-Laurent,10K Marathon,00:51:45,M40-49,M,2012-04-22,22,2012,6,4,337,"ST-LAURENT, QC",0
338,130,2012-09-23,Marathon Oasis de Montreal,Marathon,03:27:17,M30-34,M,2012-09-23,23,2012,6,9,338,"MONTREAL, QC",1
339,131,2013-09-22,Marathon Oasis de Montreal,Marathon,04:26:15,M30-34,M,2013-09-22,22,2013,6,9,339,"MONTREAL, QC",1
340,132,2016-05-08,Au rythme de nos foulées Châteauguay,Demi-Marathon,02:12:25,F50-59,F,2016-05-08,8,2016,6,5,340,"CH�TEAUGUAY, QC",0
341,132,2016-02-21,Défi Hivernal Ile Bizard,10K Marathon,00:57:45,F50-59,F,2016-02-21,21,2016,6,2,341,ILE BIZARD,0
342,132,2015-09-06,30 km sur les rives de Boucherville,15K Marathon,01:34:39,F50-59,F,2015-09-06,6,2015,6,9,342,"BOUCHERVILLE, QC",0
343,132,2014-08-10,Great Raisin River Footrace,5K Road Race,00:26:54,F50-54,F,2014-08-10,10,2014,6,8,343,"WILLIAMSTOWN, ON",0
344,132,2014-06-14,Tour du Lac Brome,Half-Marathon,02:24:01,F50-59,F,2014-06-14,14,2014,5,6,344,"LAC-BROME, QC",0
345,132,2014-04-26,"Run to end MS Half-Marathon, 5km and 10km",Half-Marathon,02:05:11,F50-59,F,2014-04-26,26,2014,5,4,345,"CORNWALL, ON",0
