,PARTICIPANT_ID,EVENT_DATE,EVENT_NAME,EVENT_TYPE,TIME,CATEGORY
0,176,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:02:45,M40-44
0,181,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:49:46,M45-49
0,181,2014-06-08,Demi marathon des pompiers de Shawinigan,Demi-Marathon,01:59:34,MALE
0,181,2014-02-22,Defi Nordique,50km Classique,03:45:32,M45-49
0,181,2013-10-13,Demi marathon des couleurs de Becancour,21.1 KM,01:47:04,M40-49
0,181,2013-09-08,Demi-marathon Granby,21km Course,01:53:08,M40-49
0,181,2013-03-02,Defi Nordique,40km Classique,02:40:09,M45-49
0,185,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:55:13,F40-44
0,185,2013-08-25,Marathon des Deux Rives Lévis-Québec,Marathon,04:24:45,F40-49
0,185,2013-06-16,Defi des escaliers,Sprinteur,00:12:49,F40-49
0,185,2013-06-16,Defi des escaliers,19 km,02:42:08,F40-49
0,185,2013-06-16,Defi des escaliers,Grimpeur,00:05:29,F40-49
0,185,2013-06-02,Course de la Bataille des Plaines,10 KM,00:55:00,F40-49
0,185,2013-05-05,Demi Marathon International Oasis de Levis,Demi-Marathon,02:02:48,F40-49
0,186,2016-04-24,Banque Scotia 21K de Montreal,Demi-Marathon,-1,M35-39
0,186,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:11:45,M35-39
0,187,2013-09-22,Marathon Oasis de Montreal,Marathon,-1,M45-49
0,187,2012-11-04,Oka Road Race,10K Course,00:56:03,M40-49
0,187,2012-05-06,Demi Marathon International de Quebec,Demi-Marathon,02:11:02,M40-49
0,189,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,-1,M55-59
0,189,2013-09-22,Army Run - Course de l'armee,Half Marathon - Demi Marathon,01:48:20,M55-59
0,189,2013-08-25,Marathon des Deux Rives Lévis-Québec,Marathon,04:04:34,M50-59
0,189,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M55-59
0,189,2013-02-17,Winterman Marathon and Marathon Relays,Half Marathon,01:56:32,CLYDE
0,190,2016-09-10,Ultra-Trail Harricana du Canada (UTHC),uthc28,-1,F30-39
0,190,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:47:23,F30-34
0,190,2013-07-06,Mud Hero Halifax,Overall,00:46:51,F30-34
0,192,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M40-44
0,192,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:52:34,M40-44
0,193,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:22:13,M40-44
0,193,2014-09-13,The North Face Ultra-Trail Harricana du Canada,65 KM - Valeurs mobilières Desjardins,10:33:10,M30-39
0,194,2012-09-23,Marathon Oasis de Montreal,Marathon,03:53:03,M25-29
0,194,2012-06-24,Ironman Mont-Tremblant 70.3,Overall 70.3,05:42:32,M25-29
0,194,2012-06-16,Triathlon Lac Beauport,Triathlon,01:50:59,M25-29
0,197,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,01:59:43,M35-39
0,197,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Half Marathon,-1,M35-39
0,197,2013-09-22,Marathon Oasis de Montreal,Marathon,04:03:32,M35-39
0,197,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M35-39
0,197,2012-09-23,Marathon Oasis de Montreal,Marathon,04:08:10,M35-39
0,198,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:46:51,F40-44
0,198,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:43:43,F40-44
0,198,2014-04-27,Banque Scotia 21km et 5km,21 KM,01:58:08,F40-44
0,198,2013-11-03,Oka Road Race,Half Marathon,02:12:25,F40-49
0,198,2013-09-22,Marathon Oasis de Montreal,Marathon,-1,F40-44
0,202,2016-08-28,Marathon SSQ Lévis-Québec,Marathon,-1,M55-59
0,202,2016-07-03,Demi-Marathon de Sherbrooke,Demi-Marathon,01:56:33,M50-59
0,202,2015-02-15,Demi Marathon Hypothermique,Demi-Marathon,02:05:37,M50-59
0,202,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:09:19,M50-54
0,202,2014-06-28,Demi Marathon de Sherbrooke,Demi-Marathon,01:56:44,M50-59
0,202,2014-02-16,Demi Marathon Hypothermique,Demi-Marathon,02:04:09,M50-59
0,202,2013-09-22,Marathon Oasis de Montreal,Marathon,04:02:14,M50-54
0,202,2013-02-17,Demi Marathon Hypothermique,Demi-Marathon,01:50:00,M50-59
0,202,2012-09-23,Marathon Oasis de Montreal,Marathon,04:15:21,M50-54
0,202,2012-06-30,Demi Marathon de Sherbrooke,Demi-Marathon,01:54:33,M50-59
0,203,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,10 KM,00:56:42,M30-34
0,203,2015-02-22,Demi-marathon des glaces,Demi-Marathon,01:44:45,M20-29
0,203,2014-10-19,Classique Du Parc La Fontaine,5 KM,00:18:59,M20-29
0,203,2014-02-16,Demi Marathon Hypothermique,Demi-Marathon,01:49:22,M20-29
0,205,2016-05-29,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M45-49
0,205,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:16:53,M40-44
0,205,2014-07-02,Coupe Dix30,5 KM,00:19:13,M40-49
0,205,2013-09-22,Marathon Oasis de Montreal,Marathon,03:06:44,M40-44
0,206,2013-09-22,Marathon Oasis de Montreal,Marathon,03:57:36,F50-54
0,207,2016-08-28,Marathon SSQ Lévis-Québec,Marathon,-1,M45-49
0,207,2016-06-11,Vert le Raid - TRAIL La Clinique Du Coureur,10 KM,01:03:03,M40-49
0,207,2015-10-18,Defi Tour du Lac Beauport,Défi 12 km Le Coureur nordique,00:58:43,M40-49
0,207,2015-07-05,Ironman 70.3 Muskoka,Overall,05:56:30,M45-49
0,207,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M45-49
0,207,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:45:50,M45-49
0,207,2014-08-24,Marathon SSQ Lévis-Québec,Demi-Marathon,-1,M40-49
0,207,2014-06-08,Triathlon / Duathlon Mont-Tremblant,Ironman 5150- Triathlon Olympique,02:55:05,M40-49
0,207,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M45-49
0,207,2013-08-25,Marathon des Deux Rives Lévis-Québec,10 KM,00:55:46,M40-49
0,207,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M40-44
0,207,2013-05-05,Demi Marathon International Oasis de Levis,Demi-Marathon,01:43:21,M40-49
0,207,2012-09-23,Marathon Oasis de Montreal,Marathon,-1,M40-44
0,207,2012-08-26,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,02:00:19,M40-49
0,207,2012-06-17,Descente Royale,10 KM,00:52:01,M40-49
0,207,2012-05-27,Ottawa Race Weekend,Marathon,04:26:41,M40-44
0,208,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:20:55,M35-39
0,210,2013-09-22,Marathon Oasis de Montreal,Marathon,04:13:36,F35-39
0,212,2014-02-16,Demi Marathon Hypothermique,Demi-Marathon,02:02:44,M40-49
0,212,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:47:40,M40-44
0,212,2013-02-17,Demi Marathon Hypothermique,Demi-Marathon,01:51:04,M40-49
0,214,2013-09-22,Marathon Oasis de Montreal,Marathon,04:14:55,F25-29
0,214,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,F20-24
0,215,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:31:09,F50-54
0,217,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:28:19,M30-34
0,217,2015-04-25,Demi-Marathon des Érables,30 km,03:15:42,M30-39
0,217,2014-11-02,Course d'Oka Race,21.1 KM,02:09:31,M30-39
0,217,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:25:16,M30-34
0,217,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:09:15,M30-34
0,221,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:21:26,M40-44
0,221,2014-11-02,Course d'Oka Race,21.1 KM,01:55:54,M30-39
0,221,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:46:14,M35-39
0,222,2013-06-23,Scotiabank Vancouver Half Marathon,Half Marathon,02:05:17,M35-39
0,224,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:25:12,M40-44
0,227,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:09:41,F35-39
0,228,2013-09-22,Marathon Oasis de Montreal,Marathon,03:57:47,M25-29
0,229,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:25:49,M35-39
0,229,2014-05-10,Course de la Fondation hopital Saint Jerome,10 KM,00:57:21,M30-39
0,229,2014-05-04,Défi course et marche Desjardins Sainte Thérèse,5 KM,00:30:02,M30-39
0,229,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:05:07,M35-39
0,229,2013-05-11,Course de la Fondation hopital Saint Jerome,Demi-Marathon,02:00:52,M30-39
0,229,2013-05-05,Défi course et marche Desjardins Sainte Thérèse,10 KM,00:56:26,M30-39
0,231,2012-10-07,La Petite Derniere,5.5 km,00:21:05,M18-
0,231,2012-09-23,Marathon Oasis de Montreal,Marathon,03:47:00,M18-24
0,231,2012-06-17,Tour du Lac Brome,20 KM,01:44:14,M-JUN
0,231,2012-06-10,La Grande Viree des Sentiers St-Bruno,10 KM,00:53:12,M-JUN
0,231,2012-03-25,Course et marche populaires de LaSalle,10 KM,00:44:41,M16-19
0,233,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:39:51,M40-44
0,236,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:42:41,F50-54
0,236,2015-08-23,Demi-Marathon Bonneville de Lachine,21.1 KM,02:00:36,F50-59
0,236,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:06:38,F50-54
0,236,2014-05-18,Des Chenes Toi,10 km - Physio Sante,00:54:42,F18+
0,236,2013-09-22,Marathon Oasis de Montreal,Marathon,04:29:21,F50-54
0,236,2013-06-02,Course d'ete des iles de Boucherville,10 km course,00:57:46,F50-59
0,237,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,03:00:36,M45-49
0,237,2013-09-22,Marathon Oasis de Montreal,Marathon,04:43:49,M45-49
0,240,2014-06-15,Mud Hero Montreal,6 KM MUD RUN AND OBSTACLE COURSE,01:21:42,F35-39
0,240,2013-09-22,Marathon Oasis de Montreal,Marathon,03:59:05,F35-39
0,246,2014-06-15,Tour du Lac Brome,20 KM,01:44:31,F20-29
0,246,2013-09-22,Marathon Oasis de Montreal,Marathon,03:58:55,F25-29
0,246,2013-06-16,Tour du Lac Brome,20 KM,01:43:57,F20-29
0,247,2015-09-13,Triathlon Esprit de Montreal,Triathlon Olympique,02:39:00,M40-44
0,247,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:59:05,M35-39
0,247,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M35-39
0,247,2014-04-27,Banque Scotia 21km et 5km,21 KM,01:36:12,M35-39
0,247,2013-06-16,Tour du Lac Brome,20 KM,01:41:42,M30-39
0,247,2013-04-28,Banque Scotia 21km et 5km,21 KM,01:44:47,M35-39
0,247,2012-06-17,Tour du Lac Brome,20 KM,01:52:52,M30-39
0,248,2015-11-08,DEMI-MARATHON DES MICROBRASSERIES,21 KM,02:03:07,F40-49
0,249,2016-06-27,Ironman 70.3 Mont-Tremblant,Individuel,06:27:57,F30-34
0,249,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,F25-29
0,249,2013-09-22,Marathon Oasis de Montreal,Marathon,04:17:59,F25-29
0,249,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:54:13,F25-29
0,257,2015-08-23,Demi-Marathon Bonneville de Lachine,21.1 KM,01:59:27,F40-49
0,258,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:53:17,M50-54
0,258,2014-06-15,Tour du Lac Brome,20 KM,01:27:26,M50-59
0,258,2014-04-27,Banque Scotia 21km et 5km,21 KM,01:38:19,M50-54
0,258,2013-09-22,Marathon Oasis de Montreal,Marathon,03:47:03,M50-54
0,258,2013-06-16,Tour du Lac Brome,20 KM,01:28:40,M50-59
0,258,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M50-54
0,258,2013-04-28,Banque Scotia 21km et 5km,21 KM,01:33:55,M50-54
0,258,2012-06-17,Tour du Lac Brome,20 KM,01:30:39,M40-49
0,259,2016-04-24,Banque Scotia 21K de Montreal,Demi-Marathon,-1,M40-44
0,259,2015-06-21,LA FOULÉE DES PARCS,1 km,00:06:28,M40-49
0,259,2015-06-21,LA FOULÉE DES PARCS,5 KM,00:22:35,M40-49
0,259,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:39:00,M40-44
0,259,2014-08-24,Demi-marathon Bonneville de Lachine,Demi-Marathon,01:45:33,M40-49
0,259,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:48:44,M40-44
0,260,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:44:14,M18-24
0,260,2014-05-18,Le Tour de la Pointe,10 KM,00:48:08,M20-29
0,261,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:40:33,F50-54
0,265,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:01:55,M35-39
0,266,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:46:59,M60-64
0,270,2016-07-15,Demi-Marathon de la Bande du Canal,Demi-Marathon,01:46:42,M40-49
0,270,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:17:30,M45-49
0,270,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,01:56:11,M45-49
0,270,2014-02-16,Demi Marathon Hypothermique,Demi-Marathon,02:05:00,M40-49
0,270,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:50:30,M40-44
0,272,2015-10-04,Classique Emilie-Mondor,10 KM,00:44:20,M30-39
0,273,2016-07-09,Course d'un soir d' ete de Longueuil,10 KM,00:51:56,M60-69
0,274,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:04:26,M18-24
0,274,2013-10-13,Demi marathon des couleurs de Becancour,21.1 KM,01:56:57,M16-19
0,275,2013-09-22,Marathon Oasis de Montreal,Marathon,-1,M60-64
0,280,2013-09-22,Marathon Oasis de Montreal,Marathon,04:20:40,M50-54
0,282,2016-08-28,Marathon SSQ Lévis-Québec,Marathon,-1,M40-44
0,282,2016-05-29,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M35-39
0,282,2015-10-04,Marathon de RIMOUSKI,Marathon,03:16:56,M30-39
0,282,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M35-39
0,282,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:39:54,M35-39
0,282,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M35-39
0,284,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:57:36,F35-39
0,284,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,01:59:54,F35-39
0,286,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Half Marathon,-1,M55-59
0,286,2013-09-22,Marathon Oasis de Montreal,Marathon,04:17:18,M55-59
0,286,2013-08-14,Le 5km Endurance,5 KM,00:23:33,M50-59
0,286,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,M55-59
0,290,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:44:13,M55-59
0,291,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:40:07,M50-54
0,291,2014-09-27,GranFondo Colnago,93 km,03:39:57,M40-49
0,291,2014-09-13,Cyclo La Quebecoise,150 km,06:09:30,M45-49
0,291,2014-06-28,Demi Marathon de Sherbrooke,Demi-Marathon,01:57:41,M40-49
0,291,2013-08-25,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,02:01:11,M40-49
0,296,2013-09-22,Marathon Oasis de Montreal,Marathon,04:02:04,M40-44
0,296,2012-09-23,Marathon Oasis de Montreal,Marathon,03:58:55,M40-44
0,299,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:13:10,F50-54
0,299,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:31:20,F50-54
0,302,2016-09-10,Ultra-Trail Harricana du Canada (UTHC),uthc80,09:39:19,M12-29
0,302,2016-08-21,Vert le Raid - XC de la Vallee,TRANS-VALLEE,-1,M18-29
0,302,2016-08-21,Vert le Raid - XC de la Vallee,21 KM,02:29:01,M18-29
0,302,2016-08-19,Vert le Raid - XC de la Vallee,10 KM de Nuit,00:52:10,M16-29
0,302,2015-09-19,Ultra-Trail Harricana du Canada (UTHC),28 KM,02:46:36,M12-29
0,302,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M20-24
0,302,2015-04-26,Banque Scotia 21K de Montreal,Demi-Marathon,01:21:55,M20-24
0,302,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:05:03,M30-34
0,302,2014-08-16,Triathlon Saint-Donat,Triathlon Endurance Aventure Sprint,01:27:31,No age
0,302,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Half Marathon,-1,M30-34
0,303,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:01:17,M50-54
0,307,2013-09-22,Marathon Oasis de Montreal,Marathon,03:44:20,M18-24
0,310,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:57:19,F18-24
0,315,2015-08-16,Ironman Mont-Tremblant,Overall,12:21:30,M30-34
0,315,2015-06-27,Toughman Tupper Lake Tinman,Tinman Triathlon,05:16:37,M30-34
0,315,2015-05-03,Goodlife Fitness Toronto Marathon,Marathon,03:38:30,M30-34
0,315,2015-03-29,Around the Bay 30K Road Race,30 km,02:26:52,M25-29
0,315,2014-09-07,Ironman 70.3 Muskoka,Individual Results,05:51:56,M25-29
0,315,2014-08-17,Ironman Mont-Tremblant,Resultats,11:30:14,M25-29
0,315,2014-07-13,Challenge O2 Merrell,Triathlon Olympique,02:45:07,M25-29
0,315,2014-06-28,Toughman Tupper Lake Tinman,Tinman Triathlon,05:29:13,M25-29
0,315,2014-06-14,Triathlon FBL Drummondville,Triathlon Olympique,02:35:47,M25-29
0,315,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Half Marathon,-1,M25-29
0,315,2014-04-27,Banque Scotia 21km et 5km,21 KM,01:48:14,M25-29
0,315,2014-03-30,Around the Bay Road Races,30 km,02:31:36,M25-29
0,315,2013-08-18,Ironman 70.3 Timberman,Overall Results,05:36:30,M25-29
0,315,2013-07-21,Cyclo-orford,100 km,03:44:32,M29-
0,315,2013-07-14,Challenge O2 Merrell,Triathlon Olympique,02:53:31,M25-29
0,315,2013-06-08,Triathlon / Duathlon Mont-Tremblant,Duathlon Olympique,02:22:09,M20-29
0,315,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,M25-29
0,315,2013-03-24,Around the Bay Road Races,30 km,02:43:08,M25-29
0,315,2012-10-21,Niagara Falls International Marathon,Half Marathon,01:58:25,M25-29
0,315,2012-09-23,Marathon Oasis de Montreal,Marathon,03:42:41,M25-29
0,315,2012-08-05,Défi Boréal Sainte-Anne-de-Bellevue,20 KM,01:37:25,M20-29
0,315,2012-07-14,Triathlon St-Lambert,Triathlon Sprint,01:19:31,M25-29
0,315,2012-05-06,Course du Fort de Chambly,5 KM,00:21:04,M20-29
0,315,2012-04-29,Banque Scotia 21km et 5km,21.1 KM,01:40:06,M25-29
0,316,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:28:35,M40-44
0,317,2013-09-22,Marathon Oasis de Montreal,Marathon,04:41:49,F40-44
0,317,2013-06-29,Demi Marathon de Sherbrooke,Demi-Marathon,02:16:18,F40-49
0,317,2013-04-28,Banque Scotia 21km et 5km,21 KM,02:04:00,F35-39
0,319,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:25:42,M40-44
0,319,2013-09-22,Marathon Oasis de Montreal,Marathon,03:22:40,M40-44
0,319,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,M40-44
0,319,2012-09-23,Marathon Oasis de Montreal,Marathon,03:28:06,M40-44
0,321,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:45:49,M40-44
0,321,2014-06-08,La Grande Viree des Sentiers St-Bruno,20 KM,01:39:30,M40-49
0,321,2013-09-22,Marathon Oasis de Montreal,Marathon,03:31:26,M40-44
0,322,2016-05-29,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M35-39
0,322,2015-10-11,Demi marathon de Longueuil,21 KM,02:01:20,M30-39
0,322,2015-06-30,Course d'un soir d' ete de Longueuil,10 KM,01:17:01,M30-39
0,322,2015-02-15,Demi Marathon Hypothermique,Demi-Marathon,02:17:57,M30-39
0,322,2014-10-26,Coupe Dix30 - Étape 6,10 KM,01:26:37,M30-39
0,322,2014-10-05,Coupe Dix30,21 KM,01:51:51,M30-39
0,322,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M35-39
0,322,2014-05-24,Tamarack Ottawa Race Weekend,Ottawa 2K,-1,M35-39
0,322,2014-04-27,Banque Scotia 21km et 5km,21 KM,01:51:48,M35-39
0,322,2014-03-30,Around the Bay Road Races,30 km,03:00:54,M35-39
0,322,2014-02-16,Demi Marathon Hypothermique,Demi-Marathon,-1,M30-39
0,322,2013-11-03,Oka Road Race,Half Marathon,02:00:10,M30-39
0,322,2013-09-22,Marathon Oasis de Montreal,Marathon,04:11:20,M35-39
0,322,2013-06-02,Course d'ete des iles de Boucherville,21.1 km course,02:07:08,M30-39
0,322,2013-04-28,Banque Scotia 21km et 5km,21 KM,02:09:30,M35-39
0,322,2013-02-17,Demi Marathon Hypothermique,Demi-Marathon,02:02:19,M30-39
0,323,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M35-39
0,323,2015-04-26,Banque Scotia 21K de Montreal,Demi-Marathon,01:34:28,M35-39
0,323,2015-04-12,Course Saint-Laurent,10 KM,00:43:53,M30-39
0,323,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M35-39
0,323,2014-05-10,Course de la Fondation hopital Saint Jerome,10 KM,00:44:10,M30-39
0,323,2014-04-27,Banque Scotia 21km et 5km,21 KM,01:34:34,M35-39
0,323,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:34:21,M35-39
0,323,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M35-39
0,323,2013-05-11,Course de la Fondation hopital Saint Jerome,10 KM,00:41:56,M30-39
0,323,2013-04-28,Banque Scotia 21km et 5km,21 KM,01:33:32,M35-39
0,323,2012-05-27,Ottawa Race Weekend,Marathon,03:17:10,M30-34
0,327,2016-05-01,BMO Vancouver Marathon,Half Marathon,02:14:47,F35-39
0,327,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:12:10,F35-39
0,328,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:32:24,M30-34
0,328,2014-04-27,Banque Scotia 21km et 5km,21 KM,02:10:04,M30-34
0,331,2016-06-27,Ironman 70.3 Mont-Tremblant,Individuel,-1,M25-29
0,331,2016-06-12,LA GRANDE VIRÉE DES SENTIERS,20 KM,01:40:29,M20-29
0,331,2016-05-29,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M25-29
0,331,2016-04-24,Banque Scotia 21K de Montreal,Demi-Marathon,-1,M25-29
0,331,2015-08-23,Triathlon Valleyfield,Triathlon Olympique,02:49:45,M25-29
0,331,2015-08-04,Rendez vous au DIX30,5 KM,00:20:15,M20-29
0,331,2015-08-02,Triathlon de Terrebonne,Duathlon sprint,01:18:27,M20-29
0,331,2015-06-21,Ironman 70.3 Mont-Tremblant,Individuel,05:49:59,M25-29
0,331,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M20-24
0,331,2015-04-26,Banque Scotia 21K de Montreal,Demi-Marathon,01:39:22,M20-24
0,331,2014-10-19,Classique Du Parc La Fontaine,5 KM,00:18:41,M20-29
0,331,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:49:42,M18-24
0,331,2014-09-07,Coupe Dix30,10 KM,00:40:40,M20-29
0,331,2014-09-06,Triathlon Esprit de Montreal,Triathlon Olympique,02:28:12,M20-24
0,331,2014-08-05,Coupe Dix30,10 KM,00:40:26,M20-29
0,331,2014-07-20,Triathlon Trimemphre de Magog,Triathlon Longue Distance,05:51:33,M20-24
0,331,2014-07-02,Coupe Dix30,10 KM,00:41:45,M20-29
0,331,2014-06-22,Ironman Mont-Tremblant 70.3,Overall,05:58:08,M18-24
0,331,2014-06-08,La Grande Viree des Sentiers St-Bruno,20 KM,01:32:53,M20-29
0,331,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M20-24
0,331,2014-04-27,Banque Scotia 21km et 5km,21 KM,01:33:14,M20-24
0,331,2014-03-30,Course et marche populaires de LaSalle,10 KM,00:42:25,M20-29
0,331,2014-02-16,Défi Hivernal Ile Bizard,10 KM,00:43:09,M20-29
0,331,2013-10-06,Classique Du Parc La Fontaine,5 KM,00:19:55,M20-29
0,331,2013-09-07,Triathlon Esprit de Montreal,Triathlon Olympique,02:41:36,M20-24
0,331,2013-08-11,Triathlon Trimemphre de Magog,Triathlon Demi Ironman,06:35:39,M20-24
0,331,2013-08-04,Triathlon Terrebonne,Duathlon,01:14:21,M20-29
0,331,2013-07-14,Challenge O2 Merrell,Triathlon Olympique,03:22:47,M20-24
0,331,2013-04-28,Banque Scotia 21km et 5km,21 KM,01:42:36,M20-24
0,331,2013-03-24,Course et marche populaires de LaSalle,10 KM,00:45:11,M20-29
0,331,2013-02-17,Défi Hivernal Ile Bizard,10 KM,00:44:35,M20-29
0,331,2012-10-14,Classique Du Parc La Fontaine,5 KM,00:21:24,M20-29
0,331,2012-09-08,Triathlon Esprit de Montreal,Duathlon Olympique,02:31:38,M20-24
0,331,2012-08-05,Triathlon Terrebonne,Duathlon,01:19:10,M20-29
0,332,2016-09-04,Courses Thematiques 30 km sur les rives de Boucherville,30 km,02:56:48,F40-49
